Total Nacional;Municipios;Sexo;Periodo;Total
Total Nacional;01043 Oyón-Oion;Total;2021;3.455
Total Nacional;01043 Oyón-Oion;Hombres;2025;1.788
Total Nacional;01043 Oyón-Oion;Hombres;2024;1.747
Total Nacional;01043 Oyón-Oion;Hombres;2023;1.751
Total Nacional;01043 Oyón-Oion;Hombres;2022;1.751
Total Nacional;01043 Oyón-Oion;Hombres;2021;1.755
Total Nacional;01043 Oyón-Oion;Mujeres;2025;1.753
Total Nacional;01043 Oyón-Oion;Mujeres;2024;1.709
Total Nacional;01043 Oyón-Oion;Mujeres;2023;1.711
Total Nacional;01043 Oyón-Oion;Mujeres;2022;1.703
Total Nacional;01043 Oyón-Oion;Mujeres;2021;1.700
Total Nacional;01044 Peñacerrada-Urizaharra;Total;2025;332
Total Nacional;01044 Peñacerrada-Urizaharra;Total;2024;302
Total Nacional;01044 Peñacerrada-Urizaharra;Total;2023;303
Total Nacional;01044 Peñacerrada-Urizaharra;Total;2022;310
Total Nacional;01044 Peñacerrada-Urizaharra;Total;2021;300
Total Nacional;01044 Peñacerrada-Urizaharra;Hombres;2025;198
Total Nacional;01044 Peñacerrada-Urizaharra;Hombres;2024;181
Total Nacional;01044 Peñacerrada-Urizaharra;Hombres;2023;180
Total Nacional;01044 Peñacerrada-Urizaharra;Hombres;2022;179
Total Nacional;01044 Peñacerrada-Urizaharra;Hombres;2021;178
Total Nacional;01044 Peñacerrada-Urizaharra;Mujeres;2025;134
Total Nacional;01044 Peñacerrada-Urizaharra;Mujeres;2024;121
Total Nacional;01044 Peñacerrada-Urizaharra;Mujeres;2023;123
Total Nacional;01044 Peñacerrada-Urizaharra;Mujeres;2022;131
Total Nacional;01044 Peñacerrada-Urizaharra;Mujeres;2021;122
Total Nacional;01046 Erriberagoitia/Ribera Alta;Total;2025;842
Total Nacional;01046 Erriberagoitia/Ribera Alta;Total;2024;844
Total Nacional;01046 Erriberagoitia/Ribera Alta;Total;2023;826
Total Nacional;01046 Erriberagoitia/Ribera Alta;Total;2022;822
Total Nacional;01046 Erriberagoitia/Ribera Alta;Total;2021;829
Total Nacional;01046 Erriberagoitia/Ribera Alta;Hombres;2025;493
Total Nacional;01046 Erriberagoitia/Ribera Alta;Hombres;2024;503
Total Nacional;01046 Erriberagoitia/Ribera Alta;Hombres;2023;492
Total Nacional;01046 Erriberagoitia/Ribera Alta;Hombres;2022;482
Total Nacional;01046 Erriberagoitia/Ribera Alta;Hombres;2021;476
Total Nacional;01046 Erriberagoitia/Ribera Alta;Mujeres;2025;349
Total Nacional;01046 Erriberagoitia/Ribera Alta;Mujeres;2024;341
Total Nacional;01046 Erriberagoitia/Ribera Alta;Mujeres;2023;334
Total Nacional;01046 Erriberagoitia/Ribera Alta;Mujeres;2022;340
Total Nacional;01046 Erriberagoitia/Ribera Alta;Mujeres;2021;353
Total Nacional;01047 Ribera Baja/Erriberabeitia;Total;2025;1.493
Total Nacional;01047 Ribera Baja/Erriberabeitia;Total;2024;1.441
Total Nacional;01047 Ribera Baja/Erriberabeitia;Total;2023;1.430
Total Nacional;01047 Ribera Baja/Erriberabeitia;Total;2022;1.420
Total Nacional;01047 Ribera Baja/Erriberabeitia;Total;2021;1.413
Total Nacional;01047 Ribera Baja/Erriberabeitia;Hombres;2025;808
Total Nacional;01047 Ribera Baja/Erriberabeitia;Hombres;2024;770
Total Nacional;01047 Ribera Baja/Erriberabeitia;Hombres;2023;768
Total Nacional;01047 Ribera Baja/Erriberabeitia;Hombres;2022;769
Total Nacional;01047 Ribera Baja/Erriberabeitia;Hombres;2021;760
Total Nacional;01047 Ribera Baja/Erriberabeitia;Mujeres;2025;685
Total Nacional;01047 Ribera Baja/Erriberabeitia;Mujeres;2024;671
Total Nacional;01047 Ribera Baja/Erriberabeitia;Mujeres;2023;662
Total Nacional;01047 Ribera Baja/Erriberabeitia;Mujeres;2022;651
Total Nacional;01047 Ribera Baja/Erriberabeitia;Mujeres;2021;653
Total Nacional;01049 Añana;Total;2025;141
Total Nacional;01049 Añana;Total;2024;143
Total Nacional;01049 Añana;Total;2023;156
Total Nacional;01049 Añana;Total;2022;156
Total Nacional;01049 Añana;Total;2021;154
Total Nacional;01049 Añana;Hombres;2025;85
Total Nacional;01049 Añana;Hombres;2024;86
Total Nacional;01049 Añana;Hombres;2023;95
Total Nacional;01049 Añana;Hombres;2022;97
Total Nacional;01049 Añana;Hombres;2021;93
Total Nacional;01049 Añana;Mujeres;2025;56
Total Nacional;01049 Añana;Mujeres;2024;57
Total Nacional;01049 Añana;Mujeres;2023;61
Total Nacional;01049 Añana;Mujeres;2022;59
Total Nacional;01049 Añana;Mujeres;2021;61
Total Nacional;01051 Agurain/Salvatierra;Total;2025;5.173
Total Nacional;01051 Agurain/Salvatierra;Total;2024;5.147
Total Nacional;01051 Agurain/Salvatierra;Total;2023;5.078
Total Nacional;01051 Agurain/Salvatierra;Total;2022;5.067
Total Nacional;01051 Agurain/Salvatierra;Total;2021;5.022
Total Nacional;01051 Agurain/Salvatierra;Hombres;2025;2.580
Total Nacional;01051 Agurain/Salvatierra;Hombres;2024;2.596
Total Nacional;01051 Agurain/Salvatierra;Hombres;2023;2.578
Total Nacional;01051 Agurain/Salvatierra;Hombres;2022;2.542
Total Nacional;01051 Agurain/Salvatierra;Hombres;2021;2.525
Total Nacional;01051 Agurain/Salvatierra;Mujeres;2025;2.593
Total Nacional;01051 Agurain/Salvatierra;Mujeres;2024;2.551
Total Nacional;01051 Agurain/Salvatierra;Mujeres;2023;2.500
Total Nacional;01051 Agurain/Salvatierra;Mujeres;2022;2.525
Total Nacional;01051 Agurain/Salvatierra;Mujeres;2021;2.497
Total Nacional;01052 Samaniego;Total;2025;292
Total Nacional;01052 Samaniego;Total;2024;290
Total Nacional;01052 Samaniego;Total;2023;305
Total Nacional;01052 Samaniego;Total;2022;310
Total Nacional;01052 Samaniego;Total;2021;308
Total Nacional;01052 Samaniego;Hombres;2025;142
Total Nacional;01052 Samaniego;Hombres;2024;144
Total Nacional;01052 Samaniego;Hombres;2023;152
Total Nacional;01052 Samaniego;Hombres;2022;152
Total Nacional;01052 Samaniego;Hombres;2021;147
Total Nacional;01052 Samaniego;Mujeres;2025;150
Total Nacional;01052 Samaniego;Mujeres;2024;146
Total Nacional;01052 Samaniego;Mujeres;2023;153
Total Nacional;01052 Samaniego;Mujeres;2022;158
Total Nacional;01052 Samaniego;Mujeres;2021;161
Total Nacional;01053 San Millán/Donemiliaga;Total;2025;704
Total Nacional;01053 San Millán/Donemiliaga;Total;2024;721
Total Nacional;01053 San Millán/Donemiliaga;Total;2023;730
Total Nacional;01053 San Millán/Donemiliaga;Total;2022;721
Total Nacional;01053 San Millán/Donemiliaga;Total;2021;720
Total Nacional;01053 San Millán/Donemiliaga;Hombres;2025;382
Total Nacional;01053 San Millán/Donemiliaga;Hombres;2024;388
Total Nacional;01053 San Millán/Donemiliaga;Hombres;2023;393
Total Nacional;01053 San Millán/Donemiliaga;Hombres;2022;393
Total Nacional;01053 San Millán/Donemiliaga;Hombres;2021;391
Total Nacional;01053 San Millán/Donemiliaga;Mujeres;2025;322
Total Nacional;01053 San Millán/Donemiliaga;Mujeres;2024;333
Total Nacional;01053 San Millán/Donemiliaga;Mujeres;2023;337
Total Nacional;01053 San Millán/Donemiliaga;Mujeres;2022;328
Total Nacional;01053 San Millán/Donemiliaga;Mujeres;2021;329
Total Nacional;01054 Urkabustaiz;Total;2025;1.460
Total Nacional;01054 Urkabustaiz;Total;2024;1.459
Total Nacional;01054 Urkabustaiz;Total;2023;1.434
Total Nacional;01054 Urkabustaiz;Total;2022;1.405
Total Nacional;01054 Urkabustaiz;Total;2021;1.417
Total Nacional;01054 Urkabustaiz;Hombres;2025;763
Total Nacional;01054 Urkabustaiz;Hombres;2024;759
Total Nacional;01054 Urkabustaiz;Hombres;2023;748
Total Nacional;01054 Urkabustaiz;Hombres;2022;731
Total Nacional;01054 Urkabustaiz;Hombres;2021;735
Total Nacional;01054 Urkabustaiz;Mujeres;2025;697
Total Nacional;01054 Urkabustaiz;Mujeres;2024;700
Total Nacional;01054 Urkabustaiz;Mujeres;2023;686
Total Nacional;01054 Urkabustaiz;Mujeres;2022;674
Total Nacional;01054 Urkabustaiz;Mujeres;2021;682
Total Nacional;01055 Valdegovía/Gaubea;Total;2025;1.063
Total Nacional;01055 Valdegovía/Gaubea;Total;2024;1.071
Total Nacional;01055 Valdegovía/Gaubea;Total;2023;1.064
Total Nacional;01055 Valdegovía/Gaubea;Total;2022;1.097
Total Nacional;01055 Valdegovía/Gaubea;Total;2021;1.047
Total Nacional;01055 Valdegovía/Gaubea;Hombres;2025;578
Total Nacional;01055 Valdegovía/Gaubea;Hombres;2024;576
Total Nacional;01055 Valdegovía/Gaubea;Hombres;2023;582
Total Nacional;01055 Valdegovía/Gaubea;Hombres;2022;587
Total Nacional;01055 Valdegovía/Gaubea;Hombres;2021;567
Total Nacional;01055 Valdegovía/Gaubea;Mujeres;2025;485
Total Nacional;01055 Valdegovía/Gaubea;Mujeres;2024;495
Total Nacional;01055 Valdegovía/Gaubea;Mujeres;2023;482
Total Nacional;01055 Valdegovía/Gaubea;Mujeres;2022;510
Total Nacional;01055 Valdegovía/Gaubea;Mujeres;2021;480
Total Nacional;01056 Harana/Valle de Arana;Total;2025;213
Total Nacional;01056 Harana/Valle de Arana;Total;2024;214
Total Nacional;01056 Harana/Valle de Arana;Total;2023;218
Total Nacional;01056 Harana/Valle de Arana;Total;2022;227
Total Nacional;01056 Harana/Valle de Arana;Total;2021;226
Total Nacional;01056 Harana/Valle de Arana;Hombres;2025;117
Total Nacional;01056 Harana/Valle de Arana;Hombres;2024;117
Total Nacional;01056 Harana/Valle de Arana;Hombres;2023;119
Total Nacional;01056 Harana/Valle de Arana;Hombres;2022;127
Total Nacional;01056 Harana/Valle de Arana;Hombres;2021;125
Total Nacional;01056 Harana/Valle de Arana;Mujeres;2025;96
Total Nacional;01056 Harana/Valle de Arana;Mujeres;2024;97
Total Nacional;01056 Harana/Valle de Arana;Mujeres;2023;99
Total Nacional;01056 Harana/Valle de Arana;Mujeres;2022;100
Total Nacional;01056 Harana/Valle de Arana;Mujeres;2021;101
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Total;2025;280
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Total;2024;282
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Total;2023;284
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Total;2022;291
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Total;2021;287
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Hombres;2025;151
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Hombres;2024;147
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Hombres;2023;147
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Hombres;2022;153
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Hombres;2021;148
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Mujeres;2025;129
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Mujeres;2024;135
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Mujeres;2023;137
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Mujeres;2022;138
Total Nacional;01057 Villabuena de Álava/Eskuernaga;Mujeres;2021;139
Total Nacional;01058 Legutio;Total;2025;2.094
Total Nacional;01058 Legutio;Total;2024;2.082
Total Nacional;01058 Legutio;Total;2023;2.043
Total Nacional;01058 Legutio;Total;2022;2.017
Total Nacional;01058 Legutio;Total;2021;1.993
Total Nacional;01058 Legutio;Hombres;2025;1.093
Total Nacional;01058 Legutio;Hombres;2024;1.076
Total Nacional;01058 Legutio;Hombres;2023;1.059
Total Nacional;01058 Legutio;Hombres;2022;1.063
Total Nacional;01058 Legutio;Hombres;2021;1.055
Total Nacional;01058 Legutio;Mujeres;2025;1.001
Total Nacional;01058 Legutio;Mujeres;2024;1.006
Total Nacional;01058 Legutio;Mujeres;2023;984
Total Nacional;01058 Legutio;Mujeres;2022;954
Total Nacional;01058 Legutio;Mujeres;2021;938
Total Nacional;01059 Vitoria-Gasteiz;Total;2025;260.402
Total Nacional;01059 Vitoria-Gasteiz;Total;2024;257.407
Total Nacional;01059 Vitoria-Gasteiz;Total;2023;255.423
Total Nacional;01059 Vitoria-Gasteiz;Total;2022;253.130
Total Nacional;01059 Vitoria-Gasteiz;Total;2021;252.953
Total Nacional;01059 Vitoria-Gasteiz;Hombres;2025;126.749
Total Nacional;01059 Vitoria-Gasteiz;Hombres;2024;125.163
Total Nacional;01059 Vitoria-Gasteiz;Hombres;2023;124.170
Total Nacional;01059 Vitoria-Gasteiz;Hombres;2022;123.093
Total Nacional;01059 Vitoria-Gasteiz;Hombres;2021;123.116
Total Nacional;01059 Vitoria-Gasteiz;Mujeres;2025;133.653
Total Nacional;01059 Vitoria-Gasteiz;Mujeres;2024;132.244
Total Nacional;01059 Vitoria-Gasteiz;Mujeres;2023;131.253
Total Nacional;01059 Vitoria-Gasteiz;Mujeres;2022;130.037
Total Nacional;01059 Vitoria-Gasteiz;Mujeres;2021;129.837
Total Nacional;01060 Yécora/Iekora;Total;2025;276
Total Nacional;01060 Yécora/Iekora;Total;2024;264
Total Nacional;01060 Yécora/Iekora;Total;2023;250
Total Nacional;01060 Yécora/Iekora;Total;2022;247
Total Nacional;01060 Yécora/Iekora;Total;2021;266
Total Nacional;01060 Yécora/Iekora;Hombres;2025;150
Total Nacional;01060 Yécora/Iekora;Hombres;2024;142
Total Nacional;01060 Yécora/Iekora;Hombres;2023;128
Total Nacional;01060 Yécora/Iekora;Hombres;2022;126
Total Nacional;01060 Yécora/Iekora;Hombres;2021;135
Total Nacional;01060 Yécora/Iekora;Mujeres;2025;126
Total Nacional;01060 Yécora/Iekora;Mujeres;2024;122
Total Nacional;01060 Yécora/Iekora;Mujeres;2023;122
Total Nacional;01060 Yécora/Iekora;Mujeres;2022;121
Total Nacional;01060 Yécora/Iekora;Mujeres;2021;131
Total Nacional;01061 Zalduondo;Total;2025;196
Total Nacional;01061 Zalduondo;Total;2024;194
Total Nacional;01061 Zalduondo;Total;2023;196
Total Nacional;01061 Zalduondo;Total;2022;195
Total Nacional;01061 Zalduondo;Total;2021;192
Total Nacional;01061 Zalduondo;Hombres;2025;104
Total Nacional;01061 Zalduondo;Hombres;2024;105
Total Nacional;01061 Zalduondo;Hombres;2023;106
Total Nacional;01061 Zalduondo;Hombres;2022;106
Total Nacional;01061 Zalduondo;Hombres;2021;105
Total Nacional;01061 Zalduondo;Mujeres;2025;92
Total Nacional;01061 Zalduondo;Mujeres;2024;89
Total Nacional;01061 Zalduondo;Mujeres;2023;90
Total Nacional;01061 Zalduondo;Mujeres;2022;89
Total Nacional;01061 Zalduondo;Mujeres;2021;87
Total Nacional;01062 Zambrana;Total;2025;452
Total Nacional;01062 Zambrana;Total;2024;438
Total Nacional;01062 Zambrana;Total;2023;423
Total Nacional;01062 Zambrana;Total;2022;429
Total Nacional;01062 Zambrana;Total;2021;430
Total Nacional;01062 Zambrana;Hombres;2025;245
Total Nacional;01062 Zambrana;Hombres;2024;242
Total Nacional;01062 Zambrana;Hombres;2023;232
Total Nacional;01062 Zambrana;Hombres;2022;231
Total Nacional;01062 Zambrana;Hombres;2021;233
Total Nacional;01062 Zambrana;Mujeres;2025;207
Total Nacional;01062 Zambrana;Mujeres;2024;196
Total Nacional;01062 Zambrana;Mujeres;2023;191
Total Nacional;01062 Zambrana;Mujeres;2022;198
Total Nacional;01062 Zambrana;Mujeres;2021;197
Total Nacional;01063 Zuia;Total;2025;2.365
Total Nacional;01063 Zuia;Total;2024;2.391
Total Nacional;01063 Zuia;Total;2023;2.357
Total Nacional;01063 Zuia;Total;2022;2.330
Total Nacional;01063 Zuia;Total;2021;2.319
Total Nacional;01063 Zuia;Hombres;2025;1.234
Total Nacional;01063 Zuia;Hombres;2024;1.245
Total Nacional;01063 Zuia;Hombres;2023;1.235
Total Nacional;01063 Zuia;Hombres;2022;1.220
Total Nacional;01063 Zuia;Hombres;2021;1.212
Total Nacional;01063 Zuia;Mujeres;2025;1.131
Total Nacional;01063 Zuia;Mujeres;2024;1.146
Total Nacional;01063 Zuia;Mujeres;2023;1.122
Total Nacional;01063 Zuia;Mujeres;2022;1.110
Total Nacional;01063 Zuia;Mujeres;2021;1.107
Total Nacional;01901 Iruña Oka/Iruña de Oca;Total;2025;3.697
Total Nacional;01901 Iruña Oka/Iruña de Oca;Total;2024;3.610
Total Nacional;01901 Iruña Oka/Iruña de Oca;Total;2023;3.600
Total Nacional;01901 Iruña Oka/Iruña de Oca;Total;2022;3.544
Total Nacional;01901 Iruña Oka/Iruña de Oca;Total;2021;3.471
Total Nacional;01901 Iruña Oka/Iruña de Oca;Hombres;2025;1.974
Total Nacional;01901 Iruña Oka/Iruña de Oca;Hombres;2024;1.912
Total Nacional;01901 Iruña Oka/Iruña de Oca;Hombres;2023;1.923
Total Nacional;01901 Iruña Oka/Iruña de Oca;Hombres;2022;1.882
Total Nacional;01901 Iruña Oka/Iruña de Oca;Hombres;2021;1.830
Total Nacional;01901 Iruña Oka/Iruña de Oca;Mujeres;2025;1.723
Total Nacional;01901 Iruña Oka/Iruña de Oca;Mujeres;2024;1.698
Total Nacional;01901 Iruña Oka/Iruña de Oca;Mujeres;2023;1.677
Total Nacional;01901 Iruña Oka/Iruña de Oca;Mujeres;2022;1.662
Total Nacional;01901 Iruña Oka/Iruña de Oca;Mujeres;2021;1.641
Total Nacional;01902 Lantarón;Total;2025;935
Total Nacional;01902 Lantarón;Total;2024;926
Total Nacional;01902 Lantarón;Total;2023;937
Total Nacional;01902 Lantarón;Total;2022;930
Total Nacional;01902 Lantarón;Total;2021;908
Total Nacional;01902 Lantarón;Hombres;2025;536
Total Nacional;01902 Lantarón;Hombres;2024;531
Total Nacional;01902 Lantarón;Hombres;2023;525
Total Nacional;01902 Lantarón;Hombres;2022;522
Total Nacional;01902 Lantarón;Hombres;2021;509
Total Nacional;01902 Lantarón;Mujeres;2025;399
Total Nacional;01902 Lantarón;Mujeres;2024;395
Total Nacional;01902 Lantarón;Mujeres;2023;412
Total Nacional;01902 Lantarón;Mujeres;2022;408
Total Nacional;01902 Lantarón;Mujeres;2021;399
Total Nacional;02001 Abengibre;Total;2025;747
Total Nacional;02001 Abengibre;Total;2024;760
Total Nacional;02001 Abengibre;Total;2023;768
Total Nacional;02001 Abengibre;Total;2022;739
Total Nacional;02001 Abengibre;Total;2021;752
Total Nacional;02001 Abengibre;Hombres;2025;373
Total Nacional;02001 Abengibre;Hombres;2024;376
Total Nacional;02001 Abengibre;Hombres;2023;376
Total Nacional;02001 Abengibre;Hombres;2022;364
Total Nacional;02001 Abengibre;Hombres;2021;369
Total Nacional;02001 Abengibre;Mujeres;2025;374
Total Nacional;02001 Abengibre;Mujeres;2024;384
Total Nacional;02001 Abengibre;Mujeres;2023;392
Total Nacional;02001 Abengibre;Mujeres;2022;375
Total Nacional;02001 Abengibre;Mujeres;2021;383
Total Nacional;02002 Alatoz;Total;2025;506
Total Nacional;02002 Alatoz;Total;2024;505
Total Nacional;02002 Alatoz;Total;2023;503
Total Nacional;02002 Alatoz;Total;2022;502
Total Nacional;02002 Alatoz;Total;2021;510
Total Nacional;02002 Alatoz;Hombres;2025;267
Total Nacional;02002 Alatoz;Hombres;2024;271
Total Nacional;02002 Alatoz;Hombres;2023;274
Total Nacional;02002 Alatoz;Hombres;2022;278
Total Nacional;02002 Alatoz;Hombres;2021;282
Total Nacional;02002 Alatoz;Mujeres;2025;239
Total Nacional;02002 Alatoz;Mujeres;2024;234
Total Nacional;02002 Alatoz;Mujeres;2023;229
Total Nacional;02002 Alatoz;Mujeres;2022;224
Total Nacional;02002 Alatoz;Mujeres;2021;228
Total Nacional;02003 Albacete;Total;2025;175.068
Total Nacional;02003 Albacete;Total;2024;174.073
Total Nacional;02003 Albacete;Total;2023;173.202
Total Nacional;02003 Albacete;Total;2022;172.060
Total Nacional;02003 Albacete;Total;2021;172.806
Total Nacional;02003 Albacete;Hombres;2025;85.805
Total Nacional;02003 Albacete;Hombres;2024;85.067
Total Nacional;02003 Albacete;Hombres;2023;84.592
Total Nacional;02003 Albacete;Hombres;2022;84.082
Total Nacional;02003 Albacete;Hombres;2021;84.447
Total Nacional;02003 Albacete;Mujeres;2025;89.263
Total Nacional;02003 Albacete;Mujeres;2024;89.006
Total Nacional;02003 Albacete;Mujeres;2023;88.610
Total Nacional;02003 Albacete;Mujeres;2022;87.978
Total Nacional;02003 Albacete;Mujeres;2021;88.359
Total Nacional;02004 Albatana;Total;2025;653
Total Nacional;02004 Albatana;Total;2024;663
Total Nacional;02004 Albatana;Total;2023;660
Total Nacional;02004 Albatana;Total;2022;671
Total Nacional;02004 Albatana;Total;2021;679
Total Nacional;02004 Albatana;Hombres;2025;338
Total Nacional;02004 Albatana;Hombres;2024;342
Total Nacional;02004 Albatana;Hombres;2023;334
Total Nacional;02004 Albatana;Hombres;2022;342
Total Nacional;02004 Albatana;Hombres;2021;352
Total Nacional;02004 Albatana;Mujeres;2025;315
Total Nacional;02004 Albatana;Mujeres;2024;321
Total Nacional;02004 Albatana;Mujeres;2023;326
Total Nacional;02004 Albatana;Mujeres;2022;329
Total Nacional;02004 Albatana;Mujeres;2021;327
Total Nacional;02005 Alborea;Total;2025;688
Total Nacional;02005 Alborea;Total;2024;691
Total Nacional;02005 Alborea;Total;2023;680
Total Nacional;02005 Alborea;Total;2022;678
Total Nacional;02005 Alborea;Total;2021;685
Total Nacional;02005 Alborea;Hombres;2025;376
Total Nacional;02005 Alborea;Hombres;2024;372
Total Nacional;02005 Alborea;Hombres;2023;359
Total Nacional;02005 Alborea;Hombres;2022;348
Total Nacional;02005 Alborea;Hombres;2021;359
Total Nacional;02005 Alborea;Mujeres;2025;312
Total Nacional;02005 Alborea;Mujeres;2024;319
Total Nacional;02005 Alborea;Mujeres;2023;321
Total Nacional;02005 Alborea;Mujeres;2022;330
Total Nacional;02005 Alborea;Mujeres;2021;326
Total Nacional;02006 Alcadozo;Total;2025;638
